Size,TimeMicroseconds
86700,20411.4
86800,15842.4
86900,17512.4
87000,22040.6
87100,17304.4
87200,20561.6
87300,20258.4
87400,12988.8
87500,16359.4
87600,23327
87700,23775.4
87800,16995
87900,24043
88000,23778.2
88100,23914.4
88200,21663.4
88300,21166.8
88400,20854.4
88500,19041.6
88600,15883.6
88700,17927.4
88800,22449.6
88900,19939.2
89000,23386.8
89100,19468.4
89200,21435.8
89300,23748.6
89400,19371.4
89500,22401.6
89600,19121
89700,19465.8
89800,21847
89900,20638.4
90000,23561.6
90100,19352.4
90200,16315.8
90300,23559.8
90400,15206.4
90500,14593.4
90600,22368.4
90700,21006.4
90800,17485.6
90900,21392.2
91000,23254
91100,20002.8
91200,15817.8
91300,13019
91400,14021.4
91500,18739.6
91600,17662
91700,22933.6
91800,19924.6
91900,20363
92000,17938
92100,14783.8
92200,17925
92300,21136
92400,17261.8
92500,21856.4
92600,24105.4
92700,13937.4
92800,18341.2
92900,20447.2
93000,18052.6
93100,23123.6
93200,21844.2
93300,15853.8
93400,21685.2
93500,20023
93600,22644.4
93700,20595
93800,22352.4
93900,20438.6
94000,14945.4
94100,17096.8
94200,12979.2
94300,21648.4
94400,22803
94500,15276.2
94600,14407
94700,21542.4
94800,22473.2
94900,22000.6
95000,22168.8
95100,23803
95200,22557.6
95300,21361.4
95400,22702
95500,23796.6
95600,26130.2
95700,22396
95800,25542.8
95900,26583.6
96000,22661
96100,26319.8
96200,28842.8
96300,21005
96400,22325.4
96500,15735
96600,18256.8
96700,24408.6
96800,25997.2
96900,24310.8
97000,27543.6
97100,21165.8
97200,18150.8
97300,18215.6
97400,20153.8
97500,15775
97600,24245.8
97700,25279.8
97800,23567
97900,26862.8
98000,23331
98100,21391.2
98200,21966.8
98300,22782.2
98400,26157.4
98500,24074.2
98600,24723.8
98700,24259.6
98800,20829.6
98900,16615.6
99000,15232.8
99100,17682.4
99200,18999
99300,26333.6
99400,21006.6
99500,23386.4
99600,19911.6
99700,14133.4
99800,19000
99900,23637
100000,28367.8
